community_number,collective_accuracy,collective_accuracy_precision,minority_competence,majority_competence,number_of_minority,influence_minority_proportion,homophily
109, 0.22, 0.16238156713507995, 0.64195929501966, 0.5649483222722562, 45, 0.5083333333333333, 0.6021065717125323
110, 0.4, 0.1920364670542124, 0.6304906855303836, 0.5589172275190732, 32, 0.425, 0.718077419560829
111, 0.84, 0.14370693309667293, 0.5617256261853953, 0.6654762953539466, 37, 0.43333333333333335, 0.6671227350860016
112, 0.43, 0.19406612862136774, 0.6793000872150083, 0.627480280057935, 32, 0.4483333333333333, 0.5639675611031612
113, 0.69, 0.18129401995062877, 0.6000698973498549, 0.6353328894407813, 32, 0.42833333333333334, 0.6447878297656434
114, 0.49, 0.19595719525360256, 0.6170296405237253, 0.5830432744312563, 33, 0.4866666666666667, 0.5145391195442605
115, 0.67, 0.18431999840011626, 0.6240625286185574, 0.6269318735111339, 34, 0.46, 0.7316089354761097
116, 0.2, 0.15679711876320435, 0.655456018671978, 0.5526391932057374, 36, 0.5, 0.5044677451347164
117, 0.5, 0.1959963984540054, 0.6484101717797978, 0.5816871504147187, 26, 0.43833333333333335, 0.6190042819216469
118, 0.33, 0.18431999840011626, 0.6757715831712905, 0.5984372652180521, 41, 0.505, 0.5605674548703102
119, 0.65, 0.18696864782181133, 0.65263123472351, 0.6441503830201222, 26, 0.43, 0.6343988730119
121, 0.4, 0.1920364670542124, 0.6480161983903938, 0.613212528503125, 43, 0.505, 0.543572557686474809
120, 0.53, 0.19564328684980808, 0.6319632688927855, 0.5994046446467101, 27, 0.39166666666666666, 0.710300990382674
123, 0.45, 0.19501395417987882, 0.6021903811398462, 0.5623110736163539, 34, 0.47333333333333333, 0.5745179993185371
125, 0.53, 0.19564328684980808, 0.6792114040687705, 0.6306654798327529, 35, 0.44, 0.6977928992032193
126, 0.58, 0.19347137966335892, 0.6381963873212834, 0.6133742560817891, 29, 0.44666666666666666, 0.6220537590600288
124, 0.71, 0.17787145596535958, 0.5694969160375866, 0.6452918005011197, 45, 0.5083333333333333, 0.5561695574169013
127, 0.44, 0.1945801072483036, 0.6877774203709187, 0.6359304000211016, 41, 0.4816666666666667, 0.5996195858014906
128, 0.65, 0.18696864782181133, 0.6766617476008908, 0.6733244412605404, 33, 0.39666666666666667, 0.6919117931631293
129, 0.64, 0.18815654251584513, 0.6651861141926597, 0.6989432964334739, 44, 0.4633333333333333, 0.7026388332516678
131, 0.49, 0.19595719525360256, 0.6657847920726662, 0.6258127077674321, 27, 0.4716666666666667, 0.5468242405266954
130, 0.64, 0.18815654251584513, 0.6047436503050644, 0.6569562595212297, 38, 0.49333333333333335, 0.6278460902500933
132, 0.51, 0.19595719525360256, 0.692179056250142, 0.6359823449930391, 34, 0.435, 0.7326847056722516
133, 0.47, 0.19564328684980808, 0.6444776975946104, 0.6303400952747236, 31, 0.46, 0.6029688540380096
134, 0.3, 0.1796336663708412, 0.6783162496032618, 0.5908305223627772, 42, 0.475, 0.5619203667975378
135, 0.4, 0.1920364670542124, 0.6691697450902988, 0.5579166256083722, 25, 0.37333333333333335, 0.7467118962611234
136, 0.34, 0.18569042617903186, 0.6582657184709718, 0.5824844846177973, 34, 0.46166666666666667, 0.621424163007458
137, 0.21, 0.15966189505992417, 0.6982097293077543, 0.5572922604713462, 29, 0.45166666666666666, 0.5957600439878054
138, 0.78, 0.1623815671350799, 0.6441262926446177, 0.6495443675657037, 26, 0.4083333333333333, 0.6722617875384194
139, 0.78, 0.1623815671350799, 0.6482855741154041, 0.6871141396508441, 27, 0.395, 0.7215739936512827
140, 0.52, 0.19583953856616937, 0.595129268069664, 0.5641763852621277, 25, 0.47, 0.512189338202161
141, 0.41, 0.19279511287643258, 0.6849901407137167, 0.6753777612016614, 44, 0.495, 0.5439279798127332
142, 0.69, 0.18129401995062877, 0.6017151595452277, 0.6147268816966273, 28, 0.4533333333333333, 0.6190828861597255
143, 0.53, 0.19564328684980808, 0.6194280423026836, 0.6405373785940965, 44, 0.48, 0.6669032903297721
144, 0.58, 0.19347137966335892, 0.6271663595799867, 0.6255465770321585, 45, 0.465, 0.6893832158651862
145, 0.7, 0.1796336663708411, 0.627139664538552, 0.6813136157864621, 42, 0.49166666666666664, 0.6399262038212133
146, 0.86, 0.1360164169520095, 0.5788937460331272, 0.6975428398251744, 45, 0.455, 0.5640195899926959
147, 0.68, 0.18285529135171807, 0.6301502195836626, 0.6330593844036706, 36, 0.39666666666666667, 0.7259762483641305
148, 0.6, 0.1920364670542125, 0.6217547489264399, 0.6365989978111515, 26, 0.4116666666666667, 0.7006099504984231
149, 0.39, 0.1911944615770167, 0.6534819850436135, 0.59866485044123, 29, 0.4866666666666667, 0.551266687928551
150, 0.69, 0.18129401995062877, 0.6580924751864666, 0.686595431739843, 35, 0.4166666666666667, 0.7134377261722639
151, 0.31, 0.18129401995062866, 0.6936203239901274, 0.6036994804246993, 29, 0.4716666666666667, 0.5539279159128017
152, 0.73, 0.1740289095017047, 0.6209750422586415, 0.6828349852863658, 38, 0.485, 0.5504035216005374
153, 0.55, 0.19501395417987877, 0.5975428198757066, 0.5991777673228246, 40, 0.475, 0.662815148690993
154, 0.73, 0.1740289095017047, 0.5848164895400692, 0.6294938838826738, 29, 0.3983333333333333, 0.7318442761710335
155, 0.68, 0.18285529135171807, 0.6078438211148484, 0.6481695709335663, 41, 0.47333333333333333, 0.6656351500178834
156, 0.38, 0.19026798975713555, 0.5623639017695774, 0.5600288975808385, 43, 0.5, 0.5839374479936735
157, 0.55, 0.19501395417987877, 0.6609744436477657, 0.6145477718652819, 28, 0.4633333333333333, 0.6307056156888702
158, 0.49, 0.19595719525360256, 0.5950691810505623, 0.5785923904318576, 41, 0.45666666666666667, 0.7341439523995696
159, 0.61, 0.1911944615770167, 0.617478821511796, 0.6175516355110973, 40, 0.43, 0.746201875448504
160, 0.39, 0.1911944615770167, 0.5957614191273821, 0.5518331414917224, 36, 0.49666666666666665, 0.5587124605316476
161, 0.18, 0.1505987147268466, 0.6958148813558722, 0.5513863545234129, 35, 0.4816666666666667, 0.5647179623952207
162, 0.72, 0.17600432929356447, 0.6409369175375637, 0.6938660337128431, 36, 0.455, 0.6740381491753731
163, 0.87, 0.13182852386649957, 0.5520200599395291, 0.6447099839341525, 45, 0.485, 0.6460238161282201
164, 0.51, 0.19595719525360256, 0.6044991420468656, 0.5874585214152983, 45, 0.48833333333333334, 0.7465000323369915
165, 0.34, 0.18569042617903186, 0.6971285584042433, 0.6545841221152593, 42, 0.5183333333333333, 0.6006509347399329
166, 0.43, 0.19406612862136774, 0.6828299057503987, 0.6457998167415582, 42, 0.455, 0.721361198799979
167, 0.64, 0.18815654251584513, 0.6386997332350218, 0.6385033544279481, 36, 0.4533333333333333, 0.73907541131129
168, 0.79, 0.15966189505992423, 0.6494868566954415, 0.6704407085431682, 25, 0.44, 0.6484203173764184
169, 0.63, 0.18925581112386491, 0.6481212132251656, 0.6780680027351199, 30, 0.49, 0.5526755437059295
171, 0.56, 0.19458010724830355, 0.6010780070036161, 0.6058504175146581, 25, 0.4683333333333333, 0.5244322093607957
170, 0.31, 0.18129401995062866, 0.6854376078471411, 0.567595980037842, 28, 0.45166666666666666, 0.6428175826188577
172, 0.62, 0.19026798975713555, 0.6668025192308693, 0.6860599568789022, 41, 0.4666666666666667, 0.6410181704297839
173, 0.81, 0.15377912894860946, 0.5815451433147947, 0.6700113637471393, 40, 0.4683333333333333, 0.5819580174617401
174, 0.74, 0.17194146412096756, 0.5638960089833643, 0.6445818984935432, 31, 0.4483333333333333, 0.6558755127479055
175, 0.82, 0.1505987147268466, 0.5953383903511633, 0.6711263618241423, 39, 0.45166666666666666, 0.6117327748724567
176, 0.88, 0.12738258145685388, 0.5756340938260287, 0.6880028997005492, 40, 0.4866666666666667, 0.718653305743409
177, 0.39, 0.1911944615770167, 0.6736913542407087, 0.608548722154692, 40, 0.49333333333333335, 0.5925158488287487
178, 0.58, 0.19347137966335892, 0.632401122675375, 0.5898490627218546, 26, 0.5083333333333333, 0.5404274617973728
179, 0.64, 0.18815654251584513, 0.6130550272112392, 0.6148389265789357, 41, 0.4483333333333333, 0.5768402046464666
180, 0.59, 0.19279511287643253, 0.6804105559282166, 0.6365445885932711, 28, 0.38666666666666666, 0.7429028273543357
182, 0.3, 0.1796336663708412, 0.6610721681933718, 0.5565075800872641, 42, 0.45166666666666666, 0.5858397194416817
184, 0.34, 0.18569042617903186, 0.6058280946084634, 0.5735377459140243, 40, 0.49, 0.5735628337750491
183, 0.45, 0.19501395417987882, 0.5616853957797076, 0.5582568853563075, 44, 0.5016666666666667, 0.6917181971813726
185, 0.49, 0.19595719525360256, 0.6143309205307895, 0.5906793938402654, 32, 0.45666666666666667, 0.5824976867990511
186, 0.7, 0.1796336663708411, 0.636899565255478, 0.6674729152879693, 27, 0.44666666666666666, 0.6601680718126282
188, 0.74, 0.17194146412096756, 0.6483568008117294, 0.6731198705431357, 27, 0.4033333333333333, 0.7146901965131642
189, 0.65, 0.18696864782181133, 0.61214637737252, 0.6298351280155494, 28, 0.47333333333333333, 0.5050427950436464
187, 0.73, 0.1740289095017047, 0.6237064200197969, 0.6651486091265476, 25, 0.38333333333333336, 0.6844642673238424
190, 0.85, 0.13996942518114475, 0.6092208286860225, 0.6860715938124123, 31, 0.435, 0.672278909781115
191, 0.64, 0.18815654251584513, 0.6981142986499212, 0.6676599163768123, 30, 0.40166666666666667, 0.7033631669271636
192, 0.76, 0.1674135106727781, 0.6780269903901389, 0.6829949423125254, 35, 0.445, 0.7270305784199973
193, 0.58, 0.19347137966335892, 0.5927346440403684, 0.5999345471579886, 37, 0.47333333333333333, 0.587844459318678
194, 0.62, 0.19026798975713555, 0.6500566211831601, 0.6609466151563921, 27, 0.47833333333333333, 0.5706936526971402
196, 0.53, 0.19564328684980808, 0.6942027713594141, 0.6620057970726251, 30, 0.49166666666666664, 0.5778668467400461
195, 0.59, 0.19279511287643253, 0.5565656227917041, 0.5720052272416432, 32, 0.47, 0.5335996163342623
197, 0.58, 0.19347137966335892, 0.5908806628031171, 0.6115610757752751, 40, 0.48333333333333334, 0.5676493301136417
198, 0.81, 0.15377912894860946, 0.6506191578357069, 0.6994365938695186, 33, 0.46, 0.6083108724788495
199, 0.52, 0.19583953856616937, 0.5948427334396011, 0.5931245628511114, 42, 0.4666666666666667, 0.6942431614187418
200, 0.69, 0.18129401995062877, 0.6301088120435105, 0.662531968636084, 28, 0.49666666666666665, 0.5472568063574347
201, 0.44, 0.1945801072483036, 0.6233509953841101, 0.5549612663895017, 32, 0.47333333333333333, 0.5398712962490053
202, 0.25, 0.16973786011142578, 0.6337032718539697, 0.5630994355137008, 43, 0.5083333333333333, 0.6297183561778787
203, 0.74, 0.17194146412096756, 0.5884124770138437, 0.6726825579741461, 25, 0.4716666666666667, 0.5707736457259907
204, 0.48, 0.19583953856616937, 0.6033866618288624, 0.6069784375720513, 43, 0.5, 0.5503552068511792
205, 0.62, 0.19026798975713555, 0.5751256341727419, 0.6483334394439342, 33, 0.49333333333333335, 0.5688517798837913
206, 0.43, 0.19406612862136774, 0.6614138379026283, 0.5984714013019188, 41, 0.4583333333333333, 0.6470934329628117
207, 0.87, 0.13182852386649957, 0.5524236421370691, 0.683601710869161, 32, 0.43833333333333335, 0.6617368735552805
208, 0.21, 0.15966189505992417, 0.6860838329111961, 0.5563872649802074, 44, 0.48333333333333334, 0.5975097418722538
209, 0.54, 0.19536820325328486, 0.6364302168902289, 0.6239685919914701, 44, 0.48833333333333334, 0.6861362058458009
210, 0.3, 0.1796336663708412, 0.6510258640669501, 0.5848660529051894, 43, 0.485, 0.5857287970907562
213, 0.76, 0.1674135106727781, 0.5670975576867815, 0.6965782157245801, 45, 0.485, 0.63864756148319958046362378159
211, 0.74, 0.17194146412096756, 0.5946050756545151, 0.6910168351006424, 39, 0.5033333333333333, 0.503930582645499
214, 0.63, 0.18925581112386491, 0.6698249537029132, 0.6578453924468841, 33, 0.42333333333333334, 0.7377026950682646
215, 0.73, 0.1740289095017047, 0.5806106094156886, 0.6301735339369501, 30, 0.48333333333333334, 0.5334293795241102
217, 0.34, 0.18569042617903186, 0.6904485421506591, 0.639490553384897, 34, 0.4666666666666667, 0.6193798109553571
216, 0.8, 0.15679711876320446, 0.6161969020213522, 0.6844536504944563, 35, 0.46, 0.6814497209730739
218, 0.43, 0.19406612862136774, 0.6590660516529686, 0.5847096633490352, 36, 0.42333333333333334, 0.7107910255221735
221, 0.26, 0.17194146412096767, 0.6770183950883751, 0.6033451158594556, 40, 0.49, 0.5179294352116165
220, 0.36, 0.18815654251584524, 0.6840168668886115, 0.6003979263668658, 25, 0.4166666666666667, 0.6112600198505422
219, 0.72, 0.17600432929356447, 0.5577809886871954, 0.6169376220126833, 40, 0.43166666666666664, 0.700781376667521
222, 0.62, 0.19026798975713555, 0.646244931341718, 0.661076184854718, 41, 0.45666666666666667, 0.7057901242924804
223, 0.82, 0.1505987147268466, 0.6927131613331234, 0.6952813028529563, 28, 0.415, 0.6875715650299558
225, 0.73, 0.1740289095017047, 0.6028696906998388, 0.6800003932150223, 36, 0.49666666666666665, 0.5981554102481667
224, 0.61, 0.1911944615770167, 0.5708559470468271, 0.5821443770136496, 34, 0.44666666666666666, 0.7278856809900587
226, 0.89, 0.12265053094804856, 0.5639765038409292, 0.6948670875669545, 32, 0.36833333333333335, 0.7290927098013779
228, 0.13, 0.13182852386649946, 0.6955425391569434, 0.5524752122378614, 37, 0.4766666666666667, 0.5738875711128967
229, 0.58, 0.19347137966335892, 0.6628075173924226, 0.6294187707547603, 31, 0.40166666666666667, 0.7392866259275526
227, 0.84, 0.14370693309667293, 0.5866599637180501, 0.6997873852336539, 41, 0.485, 0.6711706606525885
230, 0.53, 0.19564328684980808, 0.6446742649097529, 0.6218685417916091, 43, 0.43, 0.7354750075792069
231, 0.65, 0.18696864782181133, 0.6325167849171252, 0.6921155453733207, 45, 0.53, 0.5805418566287572
232, 0.66, 0.18569042617903198, 0.5997262150132769, 0.6418139425224954, 39, 0.45, 0.7392332281805074
233, 0.56, 0.19458010724830355, 0.696736024737143, 0.5992014392987102, 25, 0.4066666666666667, 0.6331139751576522
234, 0.64, 0.18815654251584513, 0.646900739784921, 0.6947979982082839, 40, 0.525, 0.542404274989007
235, 0.57, 0.19406612862136763, 0.6297307711592914, 0.6372719896799456, 39, 0.46, 0.7449117902577009
236, 0.73, 0.1740289095017047, 0.5605143720545044, 0.6352361280153608, 42, 0.465, 0.6685766002711371
237, 0.3, 0.1796336663708412, 0.6945520259028632, 0.5849664013031335, 28, 0.4816666666666667, 0.5964745865514218
238, 0.57, 0.19406612862136763, 0.6053952416742467, 0.5890463373048771, 43, 0.42, 0.6342973933052388
239, 0.65, 0.18696864782181133, 0.6482214751701273, 0.6777932707027927, 34, 0.49333333333333335, 0.5228393841239806
240, 0.56, 0.19458010724830355, 0.624317174076351, 0.6088861420844535, 37, 0.42833333333333334, 0.6380243678692423
241, 0.67, 0.18431999840011626, 0.5608838621098703, 0.6069433995937292, 39, 0.5366666666666666, 0.5206746445617481
