community_number,collective_accuracy,collective_accuracy_precision,minority_competence,majority_competence,number_of_minority,influence_minority_proportion,homophily
242, 0.77, 0.16496331193873748, 0.5584237402910969, 0.6431098362791383, 36, 0.49833333333333335, 0.5002642928974362
243, 0.68, 0.18285529135171807, 0.6946003184575712, 0.6478016980979023, 27, 0.38166666666666665, 0.7475373779990216
244, 0.57, 0.19406612862136763, 0.6731003580296513, 0.6601882317357567, 39, 0.465, 0.6431300124193206
245, 0.74, 0.17194146412096756, 0.6296570367741728, 0.6597573022465695, 37, 0.4633333333333333, 0.6327097164705827
246, 0.39, 0.1911944615770167, 0.6787400515415449, 0.6087288046771874, 30, 0.455, 0.6725513021693224
247, 0.23, 0.16496331193873742, 0.6835315261984454, 0.5564711412726704, 36, 0.44, 0.6118764012591794
248, 0.54, 0.19536820325328486, 0.6199758426624202, 0.5969047363841689, 43, 0.4866666666666667, 0.6607249304299043
249, 0.45, 0.19501395417987882, 0.6688232616364514, 0.6518143139533091, 45, 0.4816666666666667, 0.5408505890153636
250, 0.4, 0.1920364670542124, 0.669642660016192, 0.6028738993193004, 28, 0.41, 0.7375016890617998
252, 0.27, 0.17402890950170466, 0.6738023831430129, 0.5693278107423154, 39, 0.5116666666666667, 0.5695347749474108
251, 0.56, 0.19458010724830355, 0.5505020082835432, 0.5633138813840972, 29, 0.3933333333333333, 0.7266548905356108
253, 0.87, 0.13182852386649957, 0.5715343228081955, 0.6652170555748103, 26, 0.38166666666666665, 0.7155926414231967
254, 0.46, 0.19536820325328497, 0.6772795618740364, 0.6234749110339333, 28, 0.45166666666666666, 0.5074556674188571
256, 0.76, 0.1674135106727781, 0.5921430577305474, 0.6824045889605685, 35, 0.4683333333333333, 0.6450161558964334
257, 0.73, 0.1740289095017047, 0.6083519415122194, 0.6782480642918668, 40, 0.4666666666666667, 0.6807467767425177
255, 0.56, 0.19458010724830355, 0.6651842778732315, 0.6612820937632332, 25, 0.43666666666666665, 0.5963907355739687
258, 0.6, 0.1920364670542125, 0.5985564585686245, 0.6410967959883337, 37, 0.5066666666666667, 0.6345849620886659
259, 0.45, 0.19501395417987882, 0.6478642724573817, 0.6302632612212665, 41, 0.485, 0.5147165825627366
262, 0.61, 0.1911944615770167, 0.5512113026691509, 0.601786582919914, 28, 0.5383333333333333, 0.5035789031148412
261, 0.69, 0.18129401995062877, 0.5649111255824653, 0.6276782287983461, 25, 0.45, 0.5860137589923097
260, 0.24, 0.167413510672778, 0.6763483366981579, 0.5575268819011642, 45, 0.485, 0.5190241938534272
263, 0.65, 0.18696864782181133, 0.5654063761987093, 0.6261760700512362, 41, 0.4683333333333333, 0.6278001679402453
264, 0.38, 0.19026798975713555, 0.6807377367031241, 0.6504329402509634, 40, 0.49833333333333335, 0.5765868266661441
265, 0.7, 0.1796336663708411, 0.6401796840727154, 0.6788648998986615, 38, 0.46166666666666667, 0.6119409659005608
266, 0.7, 0.1796336663708411, 0.5814705014777516, 0.6487300271937714, 40, 0.5133333333333333, 0.6380296419834772
267, 0.59, 0.19279511287643253, 0.6700605865910838, 0.6584583937937232, 37, 0.4633333333333333, 0.5120345672533265
270, 0.31, 0.18129401995062866, 0.6642290630438971, 0.5858442803305507, 35, 0.4766666666666667, 0.5299577704970575
269, 0.82, 0.1505987147268466, 0.5699922506903897, 0.6430169482208876, 29, 0.43166666666666664, 0.6795124792620624
268, 0.77, 0.16496331193873748, 0.6452267419397163, 0.6657993936415444, 28, 0.4033333333333333, 0.7185129847465472
271, 0.35, 0.18696864782181144, 0.69331869908416, 0.5873145624916852, 32, 0.39666666666666667, 0.7155960723047755
272, 0.82, 0.1505987147268466, 0.5717702984180402, 0.6747730191278876, 36, 0.4216666666666667, 0.6371118231411063
275, 0.52, 0.19583953856616937, 0.5858025096786711, 0.5717118931125564, 26, 0.44333333333333336, 0.5866089505724505
273, 0.6, 0.1920364670542125, 0.6444602734483633, 0.5906824494377947, 29, 0.44666666666666666, 0.6239430249790452
274, 0.72, 0.17600432929356447, 0.6398630960965432, 0.6749003387758378, 37, 0.48833333333333334, 0.5418678027568664
278, 0.77, 0.16496331193873748, 0.5667772506859181, 0.6590684453540756, 35, 0.515, 0.5021293550413488
277, 0.64, 0.18815654251584513, 0.6475966662926894, 0.6679039575874834, 29, 0.4633333333333333, 0.6225390822239509
276, 0.62, 0.19026798975713555, 0.5611900032518898, 0.5814420787029285, 31, 0.43, 0.6722450363005271
279, 0.87, 0.13182852386649957, 0.5742607188136291, 0.6811422154090523, 27, 0.44333333333333336, 0.5859762731075493
280, 0.38, 0.19026798975713555, 0.5996922289016924, 0.55027160053787, 43, 0.4766666666666667, 0.5388405951228535
281, 0.37, 0.18925581112386491, 0.6928340454993549, 0.6024028779385417, 41, 0.485, 0.5402478467365255
282, 0.16, 0.14370693309667287, 0.6949618083584437, 0.5728448239954214, 33, 0.5033333333333333, 0.5115382370203917
283, 0.61, 0.1911944615770167, 0.6113307424398348, 0.6355327785047054, 32, 0.4683333333333333, 0.5786197503263957
284, 0.54, 0.19536820325328486, 0.5664942540039287, 0.5570693096658961, 40, 0.505, 0.6171819205470964
286, 0.65, 0.18696864782181133, 0.669255851379787, 0.6951742158787739, 40, 0.4866666666666667, 0.6210949458124579
285, 0.43, 0.19406612862136774, 0.6777239098721524, 0.6530619221669899, 33, 0.49, 0.5721466589670259
288, 0.67, 0.18431999840011626, 0.5842481199302781, 0.6484453323531314, 29, 0.49666666666666665, 0.5206991614899819
287, 0.35, 0.18696864782181144, 0.6564888425842607, 0.5689173174368307, 34, 0.435, 0.6232743852035254
289, 0.68, 0.18285529135171807, 0.6321651345737125, 0.6426673796277123, 37, 0.435, 0.7469663220210203
290, 0.55, 0.19501395417987877, 0.6179685444776191, 0.6360268943639319, 35, 0.5233333333333333, 0.508270072080258
291, 0.58, 0.19347137966335892, 0.6187761169238406, 0.6183009665333897, 41, 0.46, 0.7162279406477722
292, 0.37, 0.18925581112386491, 0.6719499028713031, 0.6047720306380376, 37, 0.485, 0.5699806319279908
293, 0.33, 0.18431999840011626, 0.6310774406268295, 0.5626994260900295, 36, 0.445, 0.7077050437722441
294, 0.54, 0.19536820325328486, 0.6905940116083027, 0.6100757455486627, 31, 0.38333333333333336, 0.7468429612531098
295, 0.63, 0.18925581112386491, 0.6367925153414995, 0.6333376284436252, 33, 0.4266666666666667, 0.717814824672838
296, 0.68, 0.18285529135171807, 0.6353530514058805, 0.6759784936454631, 32, 0.4583333333333333, 0.6183290264362943
297, 0.45, 0.19501395417987882, 0.5883351653168928, 0.6019481738166617, 40, 0.45, 0.7250816484328799
298, 0.68, 0.18285529135171807, 0.6352575444795887, 0.6682400898245625, 42, 0.5033333333333333, 0.6013070272251555
299, 0.36, 0.18815654251584524, 0.6358650993299442, 0.5870783403549763, 43, 0.46, 0.5884291073708391
300, 0.61, 0.1911944615770167, 0.6184468591130754, 0.6065933486094816, 35, 0.435, 0.7495734236424889
301, 0.48, 0.19583953856616937, 0.6899767567861173, 0.6370830456136413, 35, 0.47833333333333333, 0.5746202778092284
302, 0.5, 0.1959963984540054, 0.6943150174828072, 0.6651764729457398, 38, 0.49333333333333335, 0.5102618388482513
304, 0.39, 0.1911944615770167, 0.6786064209480593, 0.5969865912406295, 34, 0.44666666666666666, 0.6200375283425736
303, 0.84, 0.14370693309667293, 0.5961802955917406, 0.6526475860773843, 29, 0.42333333333333334, 0.71362579169283
305, 0.64, 0.18815654251584513, 0.5641491142457613, 0.5944254675231389, 36, 0.43833333333333335, 0.7059207442401925
306, 0.37, 0.18925581112386491, 0.6510893044828927, 0.5967501499806837, 34, 0.53, 0.513201417061499
307, 0.49, 0.19595719525360256, 0.602811944589566, 0.5985082758489616, 38, 0.4766666666666667, 0.5720395545976837
309, 0.5, 0.1959963984540054, 0.5970758700676259, 0.5793831876821011, 41, 0.44666666666666666, 0.7214710634560239
308, 0.53, 0.19564328684980808, 0.6622324578746711, 0.6093598807795054, 26, 0.435, 0.6121691476790229
310, 0.77, 0.16496331193873748, 0.6391344409328046, 0.6896234900390606, 28, 0.43, 0.6414008955265419
311, 0.66, 0.18569042617903198, 0.6072292233315942, 0.6772631866975362, 36, 0.55, 0.5359747106559987
312, 0.05, 0.0854328494158941, 0.6901829311641122, 0.5596498850252185, 44, 0.5116666666666667, 0.5506219506667773
313, 0.62, 0.19026798975713555, 0.6970741150833384, 0.6907748944322047, 37, 0.49, 0.5686963200222368
314, 0.14, 0.13601641695200956, 0.6832369548975976, 0.5569404991677667, 29, 0.49333333333333335, 0.5630870821247924
315, 0.75, 0.1697378601114259, 0.5764913622425925, 0.6305479808694738, 30, 0.3983333333333333, 0.6688485805404456
316, 0.83, 0.14724535165497632, 0.5714869558255568, 0.6595901720768748, 32, 0.4166666666666667, 0.7415065679933399
317, 0.33, 0.18431999840011626, 0.6521343050637708, 0.5699352406920912, 28, 0.4116666666666667, 0.6638413932667913
318, 0.59, 0.19279511287643253, 0.6456545633345301, 0.6161830536897056, 25, 0.42833333333333334, 0.6395264033592414
319, 0.47, 0.19564328684980808, 0.5938541644848931, 0.593170880699175, 45, 0.48, 0.7139650401436259
320, 0.9, 0.11759783907240329, 0.5777909984874212, 0.6949549796765203, 30, 0.4266666666666667, 0.6664830917395543
321, 0.85, 0.13996942518114475, 0.6236270429029303, 0.6891325247756552, 25, 0.41333333333333333, 0.632846896807858
322, 0.65, 0.18696864782181133, 0.6939672941957127, 0.6660381444687591, 34, 0.44333333333333336, 0.7276435457458926
323, 0.42, 0.19347137966335898, 0.6372352927954421, 0.5927308358846487, 41, 0.475, 0.6345002331387883
324, 0.64, 0.18815654251584513, 0.575029281779927, 0.593631022032861, 39, 0.475, 0.5053291961055293
325, 0.55, 0.19501395417987877, 0.6960892137084984, 0.6925403498162336, 36, 0.495, 0.5655645025148446
326, 0.19, 0.15377912894860946, 0.6924673899956797, 0.5558841341342018, 39, 0.48833333333333334, 0.5641615619234579
327, 0.26, 0.17194146412096767, 0.6720663963171849, 0.5564158826836925, 30, 0.47, 0.5874094340178039
328, 0.42, 0.19347137966335898, 0.6019781556198153, 0.5898845512170747, 35, 0.49166666666666664, 0.6047958933128027
329, 0.49, 0.19595719525360256, 0.6288600098448414, 0.606842574683953, 32, 0.4266666666666667, 0.678679398294348
330, 0.33, 0.18431999840011626, 0.6842108843971142, 0.5946176642938072, 36, 0.45, 0.7088531172661409
331, 0.81, 0.15377912894860946, 0.5951157917949264, 0.6614641979422201, 25, 0.39166666666666666, 0.6970152539389207
332, 0.66, 0.18569042617903198, 0.6021506386482516, 0.6570518088320423, 37, 0.5133333333333333, 0.5175796870975884
333, 0.51, 0.19595719525360256, 0.581474277900577, 0.5954429161895337, 32, 0.505, 0.5645634234194626
334, 0.35, 0.18696864782181144, 0.6396210064906178, 0.5641643683015763, 32, 0.4633333333333333, 0.6972019695700522
335, 0.67, 0.18431999840011626, 0.5878942079730487, 0.6300513122946164, 26, 0.445, 0.6313480125844747
336, 0.73, 0.1740289095017047, 0.6119814258538359, 0.676590355651535, 39, 0.46, 0.7275662768685032
337, 0.56, 0.19458010724830355, 0.6494682583281705, 0.6349405960840165, 31, 0.445, 0.5566791562604159
338, 0.83, 0.14724535165497632, 0.6049602204885841, 0.6950051075726286, 44, 0.44166666666666665, 0.7456573021532031
339, 0.69, 0.18129401995062877, 0.6196649151929792, 0.6248728498324055, 35, 0.4266666666666667, 0.711115021481457
340, 0.8, 0.15679711876320446, 0.5808772767290189, 0.6433696217081928, 27, 0.4583333333333333, 0.590553341260014
341, 0.68, 0.18285529135171807, 0.6179684604539926, 0.6520856448160176, 33, 0.47, 0.5385695558713606
342, 0.82, 0.1505987147268466, 0.5758998106954579, 0.6740601709867158, 35, 0.4483333333333333, 0.6399396176331075
343, 0.39, 0.1911944615770167, 0.6644608028575564, 0.6193451588724872, 40, 0.47, 0.6078011441423637
344, 0.54, 0.19536820325328486, 0.5860611924262551, 0.5719781116721049, 43, 0.44, 0.6557315850175699
345, 0.4, 0.1920364670542124, 0.6716160815399052, 0.6311122876659682, 30, 0.5066666666666667, 0.5765200116691722
346, 0.25, 0.16973786011142578, 0.6318212458068309, 0.5714921914729247, 34, 0.5083333333333333, 0.5006943325116116
347, 0.92, 0.10634497998553338, 0.5899845160565208, 0.6910937569055342, 37, 0.43166666666666664, 0.7289030876408307
348, 0.75, 0.1697378601114259, 0.5582317023828022, 0.6504163693755646, 35, 0.48833333333333334, 0.62032223344532
349, 0.57, 0.19406612862136763, 0.6231803043656339, 0.614929047084479, 36, 0.46, 0.6530802391200426
350, 0.72, 0.17600432929356447, 0.6466977116475279, 0.6764255504042294, 36, 0.4483333333333333, 0.6807535955962769
351, 0.66, 0.18569042617903198, 0.6823257180541176, 0.6878773375442019, 26, 0.4266666666666667, 0.6489476786521945
352, 0.57, 0.19406612862136763, 0.5818969329900864, 0.5970687100449691, 39, 0.46, 0.7154770966090724
354, 0.26, 0.17194146412096767, 0.6957958839706848, 0.5970800525411469, 42, 0.44166666666666665, 0.7111568146148528
353, 0.23, 0.16496331193873742, 0.6790961360166526, 0.5549533053848317, 27, 0.38666666666666666, 0.7371443841948027
355, 0.35, 0.18696864782181144, 0.6080319372661676, 0.5546796371918713, 42, 0.49666666666666665, 0.5662677584277828
356, 0.79, 0.15966189505992423, 0.5712552124548479, 0.6071054477419642, 35, 0.44666666666666666, 0.6475130400461765
357, 0.43, 0.19406612862136774, 0.6695084445719449, 0.6100795641107418, 31, 0.42333333333333334, 0.6382941246409951
358, 0.42, 0.19347137966335898, 0.6057117051592921, 0.5655120024088761, 26, 0.41833333333333333, 0.5800863238348423
359, 0.52, 0.19583953856616937, 0.606124006536427, 0.6097239734324544, 38, 0.465, 0.5765409478032133
360, 0.6, 0.1920364670542125, 0.6116506168297823, 0.6356688426438755, 27, 0.47833333333333333, 0.6628532638320976
361, 0.89, 0.12265053094804856, 0.5665937765164529, 0.682559111304692, 39, 0.435, 0.5533727901883634
362, 0.36, 0.18815654251584524, 0.6353932737491721, 0.5593850854585868, 25, 0.47833333333333333, 0.5415066578316294
363, 0.62, 0.19026798975713555, 0.6527643084601811, 0.6573822456248498, 30, 0.47833333333333333, 0.5486434004559508
364, 0.69, 0.18129401995062877, 0.5697253569324253, 0.6138203491315155, 43, 0.48833333333333334, 0.6144967910117751
365, 0.69, 0.18129401995062877, 0.6203453832204211, 0.6800597168225733, 32, 0.49166666666666664, 0.5062229925793514
366, 0.78, 0.1623815671350799, 0.6227455612665611, 0.6650484608046544, 42, 0.4716666666666667, 0.6719863661049971
367, 0.55, 0.19501395417987877, 0.6426508345152889, 0.6086384286745466, 27, 0.4766666666666667, 0.6346496895883529
368, 0.56, 0.19458010724830355, 0.6911526038629678, 0.6582052886114135, 34, 0.41833333333333333, 0.6939699917803441
369, 0.67, 0.18431999840011626, 0.5519043493820768, 0.5770954027617226, 31, 0.43166666666666664, 0.650149677442224
370, 0.55, 0.19501395417987877, 0.6942596681539226, 0.6522973034170063, 39, 0.43833333333333335, 0.7091637194074173
371, 0.18, 0.1505987147268466, 0.6668248290882286, 0.561025322322611, 43, 0.4866666666666667, 0.6223214604286389
372, 0.52, 0.19583953856616937, 0.6163783698716379, 0.5659852236196978, 25, 0.4266666666666667, 0.6593717618474484
373, 0.34, 0.18569042617903186, 0.6803804398892987, 0.5937447574818655, 36, 0.4116666666666667, 0.7053778561066549
374, 0.73, 0.1740289095017047, 0.6528999784314082, 0.6593323816744071, 31, 0.43, 0.7357956631873837
375, 0.27, 0.17402890950170466, 0.6804133447693688, 0.5541388116552334, 28, 0.46166666666666667, 0.5241748583629458
376, 0.42, 0.19347137966335898, 0.6280944724136206, 0.5929673793180327, 31, 0.51, 0.5066359470978322
377, 0.89, 0.12265053094804856, 0.575343344991222, 0.653539514096432, 25, 0.4083333333333333, 0.6033346463115219
378, 0.6, 0.1920364670542125, 0.5890252226852056, 0.6166989168031871, 38, 0.4816666666666667, 0.6183483224088804
379, 0.46, 0.19536820325328497, 0.6498710745597649, 0.6314262755112412, 36, 0.49166666666666664, 0.5743777753029357
380, 0.46, 0.19536820325328497, 0.6275449581336031, 0.5940032176391168, 35, 0.45666666666666667, 0.7135497389615257
381, 0.84, 0.14370693309667293, 0.5529333660558163, 0.6777429210424727, 29, 0.43, 0.6875630687870533
382, 0.34, 0.18569042617903186, 0.6267421840971017, 0.557504873957716, 38, 0.5116666666666667, 0.5882619440142107
383, 0.22, 0.16238156713507995, 0.6954632244815708, 0.5749244238350887, 45, 0.4533333333333333, 0.6569558705313738
384, 0.29, 0.17787145596535947, 0.6674043489837467, 0.5830971420647402, 39, 0.47833333333333333, 0.6563612699463806
385, 0.69, 0.18129401995062877, 0.5579033529361231, 0.6040942762753609, 36, 0.48333333333333334, 0.6482118862367694
386, 0.49, 0.19595719525360256, 0.6810329656452369, 0.6112575876544964, 34, 0.4066666666666667, 0.7198193388338112
387, 0.8, 0.15679711876320446, 0.6292842736316376, 0.6636157101064972, 34, 0.4216666666666667, 0.689383443830192
389, 0.44, 0.1945801072483036, 0.651762687213568, 0.6244449815366514, 37, 0.5133333333333333, 0.5415288793757644
388, 0.64, 0.18815654251584513, 0.6719888356477629, 0.6889229870021698, 38, 0.45666666666666667, 0.6683633489544506
390, 0.37, 0.18925581112386491, 0.6268855232090785, 0.584887110356991, 41, 0.5166666666666667, 0.5263832982963017
391, 0.46, 0.19536820325328497, 0.590961317778102, 0.5587918052551151, 31, 0.44666666666666666, 0.6180698271179368
392, 0.72, 0.17600432929356447, 0.5510614714199737, 0.618208139135, 45, 0.4716666666666667, 0.6392651330366107
393, 0.85, 0.13996942518114475, 0.5980834553470021, 0.6989671554963961, 45, 0.4716666666666667, 0.6430601932412369
394, 0.7, 0.1796336663708411, 0.6038768050478474, 0.6751353906177432, 40, 0.475, 0.6727940926535012
395, 0.53, 0.19564328684980808, 0.570933216080236, 0.5603122518106456, 39, 0.5266666666666666, 0.5578388196654912
396, 0.68, 0.18285529135171807, 0.6851997022158829, 0.6964177307686407, 38, 0.47, 0.6547333456364745
397, 0.49, 0.19595719525360256, 0.609653672359504, 0.5768194487591494, 37, 0.48, 0.5470256417175035
398, 0.73, 0.1740289095017047, 0.5996152925892702, 0.6674094802916212, 27, 0.45, 0.5744176514127783
399, 0.67, 0.18431999840011626, 0.6735318661100509, 0.6822580623053827, 44, 0.4666666666666667, 0.5367953764735489
400, 0.62, 0.19026798975713555, 0.667984904585276, 0.6921824049364576, 27, 0.5066666666666667, 0.54747948501407
401, 0.44, 0.1945801072483036, 0.6835654016006576, 0.6596925744703527, 38, 0.475, 0.6398365965413977
402, 0.7, 0.1796336663708411, 0.5835025134876524, 0.640959237331853, 41, 0.4816666666666667, 0.6040144070671409
403, 0.33, 0.18431999840011626, 0.6558348825711894, 0.5570168220745753, 41, 0.445, 0.6565671475669819
404, 0.75, 0.1697378601114259, 0.6202341173952964, 0.682681103519929, 45, 0.5033333333333333, 0.7245141098045265
405, 0.44, 0.1945801072483036, 0.6700725406026216, 0.6719442747490909, 42, 0.505, 0.5080035917581779
406, 0.36, 0.18815654251584524, 0.651351001477311, 0.5980467963775035, 29, 0.49166666666666664, 0.5571178807887728
407, 0.13, 0.13182852386649946, 0.6873082611647288, 0.557825459905326, 37, 0.5033333333333333, 0.6367761724428338
408, 0.32, 0.182855291351718, 0.6450984147865051, 0.5821846712064737, 28, 0.4633333333333333, 0.5294987905605615
409, 0.6, 0.1920364670542125, 0.5525246139475227, 0.564267426075337, 34, 0.5016666666666667, 0.5496406535578017
410, 0.55, 0.19501395417987877, 0.6924495402631282, 0.6595630492493761, 43, 0.4533333333333333, 0.6654331892553701
411, 0.68, 0.18285529135171807, 0.6100723063696268, 0.6340765066870498, 32, 0.47833333333333333, 0.5442079953948228
412, 0.72, 0.17600432929356447, 0.57138308487833, 0.6472126519431346, 32, 0.5116666666666667, 0.528158777526167
414, 0.31, 0.18129401995062866, 0.6439147046095305, 0.5557206808428095, 25, 0.4483333333333333, 0.5984035678574836
413, 0.77, 0.16496331193873748, 0.5503131173333444, 0.6237687538480787, 36, 0.43333333333333335, 0.6591189416007914
415, 0.61, 0.1911944615770167, 0.6753134276560209, 0.6665617531059483, 40, 0.44333333333333336, 0.6353809212873086
416, 0.59, 0.19279511287643253, 0.6056908862444422, 0.6085887988726388, 36, 0.445, 0.6680151015407901
417, 0.41, 0.19279511287643258, 0.6719605562708363, 0.6313290216465504, 43, 0.515, 0.5006999203527097
418, 0.25, 0.16973786011142578, 0.6859720635959929, 0.5841889899248791, 38, 0.49333333333333335, 0.6215989926692665
419, 0.33, 0.18431999840011626, 0.678630135149771, 0.5922592490089086, 30, 0.44, 0.6147598429226475
420, 0.61, 0.1911944615770167, 0.6100450980200143, 0.6378367139298555, 38, 0.4816666666666667, 0.6693060829449927
421, 0.75, 0.1697378601114259, 0.5621262059023857, 0.6263946349124769, 37, 0.45166666666666666, 0.6851282180238656
422, 0.56, 0.19458010724830355, 0.566846047957948, 0.5748055384127658, 33, 0.42333333333333334, 0.735497950943662
423, 0.61, 0.1911944615770167, 0.6024562615014638, 0.6325097992773024, 36, 0.47, 0.6243642767389804
424, 0.51, 0.19595719525360256, 0.6958606905415914, 0.6466251417253983, 36, 0.44166666666666665, 0.7309475242305858
425, 0.73, 0.1740289095017047, 0.5741663913640167, 0.637091963461266, 30, 0.47833333333333333, 0.6220923929336152
426, 0.44, 0.1945801072483036, 0.6604758477094032, 0.6006308072006907, 30, 0.46166666666666667, 0.5133790068492663
427, 0.35, 0.18696864782181144, 0.6887119761177615, 0.5740488087954271, 26, 0.46, 0.6145887852533587
428, 0.63, 0.18925581112386491, 0.5653191063185362, 0.588967585824518, 25, 0.4216666666666667, 0.7309552419807068
429, 0.52, 0.19583953856616937, 0.6723189293199833, 0.6338013018882032, 44, 0.44666666666666666, 0.732459336887185
430, 0.37, 0.18925581112386491, 0.6462505246173953, 0.560042758350602, 28, 0.49, 0.5206358693783514
431, 0.83, 0.14724535165497632, 0.6134822120899114, 0.666088128571413, 30, 0.38666666666666666, 0.7302486993594276
432, 0.53, 0.19564328684980808, 0.6526480157961247, 0.619458037880139, 28, 0.4816666666666667, 0.5673508889146466
433, 0.66, 0.18569042617903198, 0.5856688083905819, 0.6480119846352766, 45, 0.49666666666666665, 0.6115021239775059
434, 0.76, 0.1674135106727781, 0.5799412085266282, 0.6783776169615858, 40, 0.4666666666666667, 0.6011741433225534
435, 0.66, 0.18569042617903198, 0.6029642990651454, 0.6308812977723284, 25, 0.4583333333333333, 0.5240932290921002
436, 0.45, 0.19501395417987882, 0.5791291823043028, 0.5530739610550771, 32, 0.4766666666666667, 0.6271218462019966
437, 0.55, 0.19501395417987877, 0.6909562282338085, 0.6762787393218417, 44, 0.5033333333333333, 0.5109729620257147
438, 0.64, 0.18815654251584513, 0.5582190573049587, 0.5742834300035005, 37, 0.5033333333333333, 0.6358834666127426
439, 0.43, 0.19406612862136774, 0.6460599750677382, 0.5914173070039792, 44, 0.49, 0.5638330423347468
440, 0.76, 0.1674135106727781, 0.6047424571076926, 0.6752739829772655, 26, 0.43666666666666665, 0.7392850884249509
441, 0.59, 0.19279511287643253, 0.6952350055028834, 0.6929633154644244, 36, 0.465, 0.6316929406615657
443, 0.45, 0.19501395417987882, 0.6591674520299323, 0.6213205345836109, 45, 0.4766666666666667, 0.6751137668910232
442, 0.72, 0.17600432929356447, 0.5563771758119748, 0.6314020276009551, 36, 0.43833333333333335, 0.7235177172796649
444, 0.61, 0.1911944615770167, 0.5698213158254009, 0.5882119075743835, 37, 0.5, 0.5156863805076486
445, 0.6, 0.1920364670542125, 0.6072504528387471, 0.6497510305927849, 30, 0.4766666666666667, 0.5342301082732219
446, 0.76, 0.1674135106727781, 0.5522699495147304, 0.6412524062589403, 25, 0.37, 0.7059943593781065
447, 0.45, 0.19501395417987882, 0.603505972519326, 0.5888075331975571, 44, 0.5133333333333333, 0.5574135815062753
448, 0.73, 0.1740289095017047, 0.5949747941319513, 0.6416123300834217, 39, 0.445, 0.7464751656361099
449, 0.64, 0.18815654251584513, 0.5849862960816954, 0.6131513079695972, 30, 0.46166666666666667, 0.6358366201705042
450, 0.52, 0.19583953856616937, 0.5891899344414651, 0.5898541960726051, 27, 0.43333333333333335, 0.6310395438656533
451, 0.65, 0.18696864782181133, 0.655844485100458, 0.6988463060458403, 41, 0.46, 0.6321335942124825
452, 0.65, 0.18696864782181133, 0.5748384006245163, 0.6299034128702473, 35, 0.44333333333333336, 0.6817116814766551
453, 0.51, 0.19595719525360256, 0.6331946312522696, 0.5909801661181053, 25, 0.46, 0.6192905559455233
454, 0.51, 0.19595719525360256, 0.6165048592934665, 0.5511223218972828, 30, 0.40166666666666667, 0.6527383416609607
455, 0.34, 0.18569042617903186, 0.6187035675539024, 0.5599251927789768, 42, 0.47833333333333333, 0.6479225296871791
456, 0.7, 0.1796336663708411, 0.6190205869617023, 0.689501986131398, 40, 0.465, 0.6045076511665441
457, 0.49, 0.19595719525360256, 0.6160973532071974, 0.5837738336113298, 33, 0.4816666666666667, 0.5260911934985966
458, 0.41, 0.19279511287643258, 0.6132498022273767, 0.5532628723337637, 30, 0.4216666666666667, 0.6625672801899405
459, 0.73, 0.1740289095017047, 0.5752448606025077, 0.609107085479498, 37, 0.4483333333333333, 0.7394730012492847
460, 0.49, 0.19595719525360256, 0.6369843269521752, 0.6213998554773996, 38, 0.455, 0.7441913119942525
461, 0.83, 0.14724535165497632, 0.5951259902041399, 0.6985597524312356, 26, 0.45666666666666667, 0.5557025196116725
462, 0.63, 0.18925581112386491, 0.6369243302448356, 0.6790885589079414, 28, 0.48, 0.5254098053318843
463, 0.83, 0.14724535165497632, 0.5796272117205514, 0.6389928461931609, 27, 0.38, 0.7185034911188557
464, 0.85, 0.13996942518114475, 0.6486462440271912, 0.6824824172865718, 28, 0.4066666666666667, 0.6839255886700422
465, 0.51, 0.19595719525360256, 0.5899201134248725, 0.5730431672486075, 39, 0.42333333333333334, 0.6955842830185701
466, 0.71, 0.17787145596535958, 0.5757933880764505, 0.6247776406264457, 33, 0.45166666666666666, 0.6179505413807715
468, 0.54, 0.19536820325328486, 0.6090690117039373, 0.6137404970187371, 28, 0.45166666666666666, 0.5558155870466448
469, 0.65, 0.18696864782181133, 0.6950503600352382, 0.6773378947718435, 40, 0.47333333333333333, 0.5132293885956813
470, 0.43, 0.19406612862136774, 0.5654314931314027, 0.5669130691414255, 36, 0.4766666666666667, 0.6046181432232558
471, 0.68, 0.18285529135171807, 0.5671724834147758, 0.652899290642184, 43, 0.5033333333333333, 0.70890038892635
472, 0.59, 0.19279511287643253, 0.6516510332332912, 0.6782393238021598, 33, 0.49333333333333335, 0.5690306829908343
473, 0.53, 0.19564328684980808, 0.667677650032104, 0.6454668618098482, 26, 0.47333333333333333, 0.595324170176281
474, 0.83, 0.14724535165497632, 0.5727075838176762, 0.6709901841102294, 44, 0.5166666666666667, 0.5805460448519385
475, 0.26, 0.17194146412096767, 0.6203434174840944, 0.5648021243589567, 42, 0.5116666666666667, 0.5701341626208053
476, 0.88, 0.12738258145685388, 0.5694220565965271, 0.6849294574922848, 27, 0.45, 0.6134295661156572
477, 0.64, 0.18815654251584513, 0.6933516199259265, 0.6976285701379953, 43, 0.465, 0.6832309545560042
478, 0.33, 0.18431999840011626, 0.6500259528940285, 0.5907530470117404, 43, 0.49833333333333335, 0.5148368678566817
479, 0.6, 0.1920364670542125, 0.6180359886673246, 0.6139163963753309, 32, 0.4083333333333333, 0.7175459869417037
480, 0.79, 0.15966189505992423, 0.6366846531687107, 0.6888445707941533, 25, 0.43166666666666664, 0.5852956535839254
481, 0.53, 0.19564328684980808, 0.5732582164083155, 0.611624029886072, 45, 0.5016666666666667, 0.5462744396242087
